epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,10093.1,0.6234,0.70519,1.12149,0.88141,0.82252,0.89661,0.82396,0.37381,0.45987,0.91567,0.000111438,0.000111438,0.000111438
85,10218.6,0.6135,0.69157,1.10905,0.87579,0.83767,0.89888,0.82473,0.37804,0.4553,0.91952,0.00010525,0.00010525,0.00010525
86,10347,0.61945,0.68772,1.10838,0.85443,0.85303,0.9011,0.82267,0.3777,0.45289,0.92007,9.90625e-05,9.90625e-05,9.90625e-05
87,10479.2,0.62279,0.68947,1.1152,0.90005,0.82098,0.90473,0.82944,0.36917,0.44371,0.91248,9.2875e-05,9.2875e-05,9.2875e-05
88,10609.8,0.61141,0.67575,1.10633,0.91004,0.81757,0.90473,0.82974,0.36684,0.44496,0.90914,8.66875e-05,8.66875e-05,8.66875e-05
89,10738.4,0.6123,0.68269,1.10793,0.85559,0.85043,0.90228,0.82991,0.36679,0.44825,0.91107,8.05e-05,8.05e-05,8.05e-05
90,10865,0.61619,0.68673,1.10993,0.9045,0.82046,0.902,0.83101,0.36494,0.44412,0.91147,7.43125e-05,7.43125e-05,7.43125e-05
91,11029.3,0.41983,0.46752,0.94196,0.8754,0.83989,0.90278,0.83021,0.36934,0.44696,0.91274,6.8125e-05,6.8125e-05,6.8125e-05
92,11147,0.40985,0.44983,0.93987,0.88144,0.84126,0.90574,0.83503,0.36595,0.44177,0.91025,6.19375e-05,6.19375e-05,6.19375e-05
93,11268.9,0.40135,0.43867,0.93343,0.90662,0.82672,0.9026,0.83249,0.36308,0.44188,0.90542,5.575e-05,5.575e-05,5.575e-05
94,11396.2,0.39969,0.42927,0.93231,0.8874,0.83698,0.9048,0.83353,0.36232,0.44422,0.90459,4.95625e-05,4.95625e-05,4.95625e-05
95,11518.7,0.39862,0.43348,0.93052,0.88469,0.84213,0.90196,0.83278,0.36421,0.44095,0.90593,4.3375e-05,4.3375e-05,4.3375e-05
96,11644.1,0.39299,0.42042,0.92346,0.88381,0.84534,0.90445,0.83566,0.36527,0.43842,0.90663,3.71875e-05,3.71875e-05,3.71875e-05
97,11768,0.39583,0.41932,0.92282,0.87331,0.84867,0.89995,0.83237,0.36541,0.438,0.90762,3.1e-05,3.1e-05,3.1e-05
98,11897.6,0.40023,0.41924,0.93312,0.87802,0.83401,0.89986,0.83124,0.36411,0.44569,0.90704,2.48125e-05,2.48125e-05,2.48125e-05
99,12020.7,0.39435,0.41658,0.92506,0.87255,0.84494,0.89908,0.82998,0.36346,0.44722,0.90503,1.8625e-05,1.8625e-05,1.8625e-05
100,12145.8,0.39109,0.41195,0.92512,0.86435,0.8516,0.90057,0.83197,0.36422,0.44486,0.90717,1.24375e-05,1.24375e-05,1.24375e-05
